------------------LVL 1-----------------
1. One-handed sword, AGI: 1, STR: 1, DMG: 20, SPD: 40, HANDLING: 1.0
8. Claws, AGI: 115, STR: 121, DMG: 4830, SPD: 200, HANDLING: 1.4011665984920239
9. One-handed curved sword, AGI: 117, STR: 119, DMG: 4816, SPD: 152, HANDLING: 0.9671042767422398
10. One-handed sword, AGI: 112, STR: 124, DMG: 4800, SPD: 144, HANDLING: 0.9391764337611643
11. Katana, AGI: 70, STR: 166, DMG: 4508, SPD: 120, HANDLING: 1.1617075763888793
12. Dagger, AGI: 115, STR: 121, DMG: 3980, SPD: 180, HANDLING: 1.228794639359568
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 5819
------------------LVL 80-----------------
1. Two-handed battle axe, AGI: 41, STR: 198, DMG: 8990, SPD: 72, HANDLING: 0.8088431576007574
2. Two-handed sword, AGI: 85, STR: 154, DMG: 8300, SPD: 104, HANDLING: 0.7689607922214483
3. Spear, AGI: 111, STR: 128, DMG: 6695, SPD: 140, HANDLING: 0.9107977029562945
4. Rapier, AGI: 96, STR: 143, DMG: 6500, SPD: 160, HANDLING: 1.2606542811724588
5. CUSTOM (ex: dual wielding), AGI: 61, STR: 178, DMG: 6480, SPD: 96, HANDLING: 0.9448849737238308
6. One-handed axe, AGI: 85, STR: 154, DMG: 5310, SPD: 130, HANDLING: 1.072179013846632
7. Mace, AGI: 99, STR: 140, DMG: 5196, SPD: 120, HANDLING: 0.8201372813926551
8. Claws, AGI: 125, STR: 114, DMG: 4988, SPD: 204, HANDLING: 1.3209017324865078
9. One-handed curved sword, AGI: 113, STR: 126, DMG: 4876, SPD: 152, HANDLING: 1.0011567340557657
10. One-handed sword, AGI: 109, STR: 130, DMG: 4860, SPD: 144, HANDLING: 0.9653808254946514
11. Katana, AGI: 70, STR: 169, DMG: 4564, SPD: 120, HANDLING: 1.1676766614211722
12. Dagger, AGI: 112, STR: 127, DMG: 4030, SPD: 180, HANDLING: 1.2621014107566826
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 5899
------------------LVL 81-----------------
1. Two-handed battle axe, AGI: 41, STR: 201, DMG: 9100, SPD: 72, HANDLING: 0.812364827055581
2. Two-handed sword, AGI: 84, STR: 158, DMG: 8400, SPD: 104, HANDLING: 0.7786969454131275
3. CUSTOM (ex: dual wielding), AGI: 113, STR: 129, DMG: 8200, SPD: 120, HANDLING: 0.7180219977237655
4. Rapier, AGI: 128, STR: 114, DMG: 6909, SPD: 172, HANDLING: 1.040003768363463
5. Spear, AGI: 108, STR: 134, DMG: 6775, SPD: 140, HANDLING: 0.9361382454634093
6. One-handed axe, AGI: 84, STR: 158, DMG: 5375, SPD: 130, HANDLING: 1.0846724138305273
7. Mace, AGI: 97, STR: 145, DMG: 5260, SPD: 120, HANDLING: 0.8364199386766007
8. Claws, AGI: 120, STR: 122, DMG: 5049, SPD: 204, HANDLING: 1.3766423393566958
9. One-handed curved sword, AGI: 110, STR: 132, DMG: 4936, SPD: 152, HANDLING: 1.0282216710980654
10. One-handed sword, AGI: 106, STR: 136, DMG: 4920, SPD: 144, HANDLING: 0.9910576389922251
11. Katana, AGI: 69, STR: 173, DMG: 4620, SPD: 120, HANDLING: 1.1792817339875965
12. Dagger, AGI: 109, STR: 133, DMG: 4080, SPD: 180, HANDLING: 1.2946408466669317
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 6135
------------------LVL 82-----------------
1. Two-handed battle axe, AGI: 41, STR: 204, DMG: 9210, SPD: 72, HANDLING: 0.8158265951139516
2. Two-handed sword, AGI: 83, STR: 162, DMG: 8500, SPD: 104, HANDLING: 0.7882659593838623
3. CUSTOM (ex: dual wielding), AGI: 110, STR: 135, DMG: 8300, SPD: 120, HANDLING: 0.7382685400675745
4. Rapier, AGI: 122, STR: 123, DMG: 6993, SPD: 172, HANDLING: 1.0919229483699435
5. Spear, AGI: 106, STR: 139, DMG: 6855, SPD: 140, HANDLING: 0.9554231417821268
6. One-handed axe, AGI: 83, STR: 162, DMG: 5440, SPD: 130, HANDLING: 1.09692710366621
7. Mace, AGI: 96, STR: 149, DMG: 5324, SPD: 120, HANDLING: 0.8477299439003043
8. Claws, AGI: 132, STR: 113, DMG: 5210, SPD: 208, HANDLING: 1.2808936827735509
9. One-handed curved sword, AGI: 108, STR: 137, DMG: 4996, SPD: 152, HANDLING: 1.048517743896113
10. One-handed sword, AGI: 104, STR: 141, DMG: 4980, SPD: 144, HANDLING: 1.010382288172933
11. Katana, AGI: 69, STR: 176, DMG: 4676, SPD: 120, HANDLING: 1.1849653452008277
12. Dagger, AGI: 107, STR: 138, DMG: 4130, SPD: 180, HANDLING: 1.3186822082436156
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 6218
------------------LVL 83-----------------
1. Two-handed battle axe, AGI: 41, STR: 207, DMG: 9320, SPD: 72, HANDLING: 0.8192299772155033
2. Two-handed sword, AGI: 82, STR: 166, DMG: 8600, SPD: 104, HANDLING: 0.7976721013904391
3. CUSTOM (ex: dual wielding), AGI: 107, STR: 141, DMG: 8400, SPD: 120, HANDLING: 0.7581640971404512
4. One-handed sword, AGI: 55, STR: 193, DMG: 7350, SPD: 110, HANDLING: 1.3011137556492813
5. Rapier, AGI: 118, STR: 130, DMG: 7077, SPD: 172, HANDLING: 1.128772692415856
6. Spear, AGI: 104, STR: 144, DMG: 6935, SPD: 140, HANDLING: 0.974354853954923
7. One-handed axe, AGI: 83, STR: 165, DMG: 5505, SPD: 130, HANDLING: 1.103349103259275
8. Mace, AGI: 94, STR: 154, DMG: 5388, SPD: 120, HANDLING: 0.8634833158993909
9. Claws, AGI: 125, STR: 123, DMG: 5273, SPD: 208, HANDLING: 1.353262162489258
10. One-handed curved sword, AGI: 106, STR: 142, DMG: 5056, SPD: 152, HANDLING: 1.06839477951848
11. Katana, AGI: 68, STR: 180, DMG: 4732, SPD: 120, HANDLING: 1.19618242419786
12. Dagger, AGI: 134, STR: 114, DMG: 4389, SPD: 189, HANDLING: 1.1197634085747703
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 6502
------------------LVL 84-----------------
1. Two-handed battle axe, AGI: 40, STR: 211, DMG: 9430, SPD: 72, HANDLING: 0.8259755142992646
2. Two-handed sword, AGI: 81, STR: 170, DMG: 8700, SPD: 104, HANDLING: 0.8069194946514908
3. CUSTOM (ex: dual wielding), AGI: 105, STR: 146, DMG: 8500, SPD: 120, HANDLING: 0.7733729255888455
4. One-handed sword, AGI: 55, STR: 196, DMG: 7438, SPD: 110, HANDLING: 1.305578585386043
5. Rapier, AGI: 115, STR: 136, DMG: 7161, SPD: 172, HANDLING: 1.1579338295416481
6. Spear, AGI: 102, STR: 149, DMG: 7015, SPD: 140, HANDLING: 0.9929429962804392
7. Katana, AGI: 129, STR: 122, DMG: 5985, SPD: 150, HANDLING: 0.8606793461027704
8. One-handed axe, AGI: 82, STR: 169, DMG: 5570, SPD: 130, HANDLING: 1.115198952387148
9. Mace, AGI: 93, STR: 158, DMG: 5452, SPD: 120, HANDLING: 0.8743600063718107
10. Claws, AGI: 121, STR: 130, DMG: 5335, SPD: 208, HANDLING: 1.398071850383609
11. One-handed curved sword, AGI: 104, STR: 147, DMG: 5116, SPD: 152, HANDLING: 1.0878656226682009
12. Dagger, AGI: 126, STR: 125, DMG: 4442, SPD: 189, HANDLING: 1.1907218509305344
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 6679
------------------LVL 85-----------------
1. Two-handed battle axe, AGI: 40, STR: 214, DMG: 9540, SPD: 72, HANDLING: 0.8292382812751885
2. Two-handed sword, AGI: 80, STR: 174, DMG: 8800, SPD: 104, HANDLING: 0.8160121243740214
3. CUSTOM (ex: dual wielding), AGI: 103, STR: 151, DMG: 8600, SPD: 120, HANDLING: 0.7883225930897044
4. One-handed sword, AGI: 54, STR: 200, DMG: 7525, SPD: 110, HANDLING: 1.3156278128474193
5. Rapier, AGI: 113, STR: 141, DMG: 7245, SPD: 172, HANDLING: 1.1796528669086002
6. Spear, AGI: 100, STR: 154, DMG: 7095, SPD: 140, HANDLING: 1.0111968372375848
7. Katana, AGI: 124, STR: 130, DMG: 6055, SPD: 150, HANDLING: 0.8968790699422539
8. One-handed axe, AGI: 81, STR: 173, DMG: 5635, SPD: 130, HANDLING: 1.1268286959320213
9. Mace, AGI: 92, STR: 162, DMG: 5516, SPD: 120, HANDLING: 0.8850486146201765
10. Claws, AGI: 130, STR: 124, DMG: 5501, SPD: 212, HANDLING: 1.330947833794147
11. One-handed curved sword, AGI: 103, STR: 151, DMG: 5176, SPD: 152, HANDLING: 1.100926606005664
12. Dagger, AGI: 122, STR: 132, DMG: 4494, SPD: 189, HANDLING: 1.2301147315564598
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 6765
------------------LVL 86-----------------
1. Two-handed battle axe, AGI: 40, STR: 217, DMG: 9650, SPD: 72, HANDLING: 0.832447376470892
2. Two-handed sword, AGI: 79, STR: 178, DMG: 8900, SPD: 104, HANDLING: 0.8249538434798614
3. CUSTOM (ex: dual wielding), AGI: 101, STR: 156, DMG: 8700, SPD: 120, HANDLING: 0.8030196678989407
4. One-handed sword, AGI: 54, STR: 203, DMG: 7612, SPD: 110, HANDLING: 1.3198679533588225
5. Rapier, AGI: 111, STR: 146, DMG: 7329, SPD: 172, HANDLING: 1.2009125852178355
6. Spear, AGI: 99, STR: 158, DMG: 7175, SPD: 140, HANDLING: 1.023737224241686
7. Katana, AGI: 120, STR: 137, DMG: 6125, SPD: 150, HANDLING: 0.9269198261860441
8. One-handed axe, AGI: 80, STR: 177, DMG: 5700, SPD: 130, HANDLING: 1.1382444100057223
9. Mace, AGI: 90, STR: 167, DMG: 5580, SPD: 120, HANDLING: 0.9000769772526992
10. Claws, AGI: 126, STR: 131, DMG: 5565, SPD: 212, HANDLING: 1.3749990950712465
11. One-handed curved sword, AGI: 101, STR: 156, DMG: 5236, SPD: 152, HANDLING: 1.1196817839084257
12. Dagger, AGI: 119, STR: 138, DMG: 4546, SPD: 189, HANDLING: 1.2612304841183837
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 6843
------------------LVL 87-----------------
1. Two-handed battle axe, AGI: 40, STR: 220, DMG: 9760, SPD: 72, HANDLING: 0.8356041134157475
2. Two-handed sword, AGI: 78, STR: 182, DMG: 9000, SPD: 104, HANDLING: 0.8337483780493464
3. CUSTOM (ex: dual wielding), AGI: 100, STR: 160, DMG: 8800, SPD: 120, HANDLING: 0.8132348997385016
4. One-handed sword, AGI: 54, STR: 206, DMG: 7700, SPD: 110, HANDLING: 1.3240275887537372
5. Rapier, AGI: 109, STR: 151, DMG: 7413, SPD: 172, HANDLING: 1.2217274026827305
6. Spear, AGI: 97, STR: 163, DMG: 7255, SPD: 140, HANDLING: 1.0413965563465577
7. Katana, AGI: 117, STR: 143, DMG: 6195, SPD: 150, HANDLING: 0.9509720971773974
8. One-handed axe, AGI: 80, STR: 180, DMG: 5765, SPD: 130, HANDLING: 1.1440554610902425
9. Claws, AGI: 137, STR: 123, DMG: 5735, SPD: 216, HANDLING: 1.2929449328097178
10. Mace, AGI: 89, STR: 171, DMG: 5644, SPD: 120, HANDLING: 0.9103653251547847
11. One-handed curved sword, AGI: 100, STR: 160, DMG: 5296, SPD: 152, HANDLING: 1.1321683833042477
12. Dagger, AGI: 117, STR: 143, DMG: 4599, SPD: 189, HANDLING: 1.2843366550391941
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 6930
------------------LVL 88-----------------
1. Two-handed battle axe, AGI: 40, STR: 223, DMG: 9870, SPD: 72, HANDLING: 0.8387097631239688
2. Two-handed sword, AGI: 78, STR: 185, DMG: 9100, SPD: 104, HANDLING: 0.838535115376819
3. CUSTOM (ex: dual wielding), AGI: 98, STR: 165, DMG: 8900, SPD: 120, HANDLING: 0.827480810911957
4. One-handed sword, AGI: 54, STR: 209, DMG: 7788, SPD: 110, HANDLING: 1.3281089902279417
5. Rapier, AGI: 108, STR: 155, DMG: 7497, SPD: 172, HANDLING: 1.235504166156806
6. Spear, AGI: 96, STR: 167, DMG: 7335, SPD: 140, HANDLING: 1.0534529009941986
7. Katana, AGI: 114, STR: 149, DMG: 6265, SPD: 150, HANDLING: 0.9745845759415201
8. One-handed axe, AGI: 79, STR: 184, DMG: 5830, SPD: 130, HANDLING: 1.1551092282608026
9. Claws, AGI: 131, STR: 132, DMG: 5800, SPD: 216, HANDLING: 1.3529433992517959
10. Mace, AGI: 88, STR: 175, DMG: 5708, SPD: 120, HANDLING: 0.9204802625682218
11. One-handed curved sword, AGI: 99, STR: 164, DMG: 5356, SPD: 152, HANDLING: 1.1444098350572471
12. Dagger, AGI: 115, STR: 148, DMG: 4652, SPD: 189, HANDLING: 1.3069502174523862
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 7008
------------------LVL 89-----------------
1. Two-handed battle axe, AGI: 40, STR: 226, DMG: 9980, SPD: 72, HANDLING: 0.8417655558009206
2. Two-handed sword, AGI: 77, STR: 189, DMG: 9200, SPD: 104, HANDLING: 0.847077265699864
3. CUSTOM (ex: dual wielding), AGI: 97, STR: 169, DMG: 9000, SPD: 120, HANDLING: 0.8373261680103015
4. Rapier, AGI: 144, STR: 122, DMG: 7942, SPD: 184, HANDLING: 1.0070459382567025
5. One-handed sword, AGI: 54, STR: 212, DMG: 7875, SPD: 110, HANDLING: 1.332114344340383
6. Spear, AGI: 95, STR: 171, DMG: 7415, SPD: 140, HANDLING: 1.0652999448228162
7. One-handed axe, AGI: 138, STR: 128, DMG: 7074, SPD: 156, HANDLING: 0.8479745679366865
8. Katana, AGI: 112, STR: 154, DMG: 6335, SPD: 150, HANDLING: 0.9924335512487473
9. Claws, AGI: 145, STR: 121, DMG: 5973, SPD: 220, HANDLING: 1.2484392270994324
10. Mace, AGI: 88, STR: 178, DMG: 5772, SPD: 120, HANDLING: 0.9260165345681995
11. One-handed curved sword, AGI: 98, STR: 168, DMG: 5416, SPD: 152, HANDLING: 1.1564132884109641
12. Dagger, AGI: 141, STR: 125, DMG: 4928, SPD: 198, HANDLING: 1.1279276814057437
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 7242
------------------LVL 90-----------------
1. Two-handed battle axe, AGI: 39, STR: 230, DMG: 10090, SPD: 72, HANDLING: 0.8480093594122257
2. Two-handed sword, AGI: 76, STR: 193, DMG: 9300, SPD: 104, HANDLING: 0.8554821965963388
3. CUSTOM (ex: dual wielding), AGI: 96, STR: 173, DMG: 9100, SPD: 120, HANDLING: 0.8470106134993214
4. Rapier, AGI: 135, STR: 134, DMG: 8030, SPD: 184, HANDLING: 1.0745044649357725
5. One-handed sword, AGI: 53, STR: 216, DMG: 7962, SPD: 110, HANDLING: 1.3414548490525824
6. Spear, AGI: 94, STR: 175, DMG: 7495, SPD: 140, HANDLING: 1.076943091193645
7. One-handed axe, AGI: 132, STR: 137, DMG: 7152, SPD: 156, HANDLING: 0.8877239091493485
8. Katana, AGI: 110, STR: 159, DMG: 6405, SPD: 150, HANDLING: 1.0099620210708262
9. Claws, AGI: 136, STR: 133, DMG: 6039, SPD: 220, HANDLING: 1.331838964347515
10. Mace, AGI: 87, STR: 182, DMG: 5836, SPD: 120, HANDLING: 0.9358340957605968
11. One-handed curved sword, AGI: 97, STR: 172, DMG: 5476, SPD: 152, HANDLING: 1.1681856172939808
12. Dagger, AGI: 134, STR: 135, DMG: 4983, SPD: 198, HANDLING: 1.1872480143805875
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 7322
------------------LVL 91-----------------
1. Two-handed battle axe, AGI: 39, STR: 233, DMG: 10200, SPD: 72, HANDLING: 0.850943403693679
2. Two-handed sword, AGI: 76, STR: 196, DMG: 9400, SPD: 104, HANDLING: 0.8599813401370286
3. CUSTOM (ex: dual wielding), AGI: 95, STR: 177, DMG: 9200, SPD: 120, HANDLING: 0.8565380602896668
4. Rapier, AGI: 131, STR: 141, DMG: 8118, SPD: 184, HANDLING: 1.1085684520004355
5. One-handed sword, AGI: 53, STR: 219, DMG: 8050, SPD: 110, HANDLING: 1.345264877781053
6. Spear, AGI: 93, STR: 179, DMG: 7575, SPD: 140, HANDLING: 1.0883875590621443
7. One-handed axe, AGI: 127, STR: 145, DMG: 7230, SPD: 156, HANDLING: 0.9215673000575765
8. Katana, AGI: 109, STR: 163, DMG: 6475, SPD: 150, HANDLING: 1.0219378344916814
9. Claws, AGI: 132, STR: 140, DMG: 6105, SPD: 220, HANDLING: 1.3735311432800394
10. Mace, AGI: 86, STR: 186, DMG: 5900, SPD: 120, HANDLING: 0.9454902620671976
11. One-handed curved sword, AGI: 96, STR: 176, DMG: 5536, SPD: 152, HANDLING: 1.1797334334464051
12. Dagger, AGI: 130, STR: 142, DMG: 5038, SPD: 198, HANDLING: 1.2242353599933895
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 7402
------------------LVL 92-----------------
1. Two-handed battle axe, AGI: 39, STR: 236, DMG: 10310, SPD: 72, HANDLING: 0.853831453409687
2. Two-handed sword, AGI: 75, STR: 200, DMG: 9500, SPD: 104, HANDLING: 0.8681513847797625
3. CUSTOM (ex: dual wielding), AGI: 94, STR: 181, DMG: 9300, SPD: 120, HANDLING: 0.8659122954443288
4. Rapier, AGI: 127, STR: 148, DMG: 8206, SPD: 184, HANDLING: 1.1419550245896595
5. One-handed sword, AGI: 53, STR: 222, DMG: 8138, SPD: 110, HANDLING: 1.3490058457227156
6. Spear, AGI: 92, STR: 183, DMG: 7655, SPD: 140, HANDLING: 1.099638390778191
7. One-handed axe, AGI: 124, STR: 151, DMG: 7308, SPD: 156, HANDLING: 0.944498055059833
8. Katana, AGI: 107, STR: 168, DMG: 6545, SPD: 150, HANDLING: 1.0388968817116604
9. One-handed curved sword, AGI: 146, STR: 129, DMG: 6296, SPD: 171, HANDLING: 0.9045337684301494
10. Claws, AGI: 142, STR: 133, DMG: 6283, SPD: 224, HANDLING: 1.3037241890229965
11. Mace, AGI: 85, STR: 190, DMG: 5964, SPD: 120, HANDLING: 0.9549889808958422
12. Dagger, AGI: 127, STR: 148, DMG: 5093, SPD: 198, HANDLING: 1.253502504281213
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 7550
------------------LVL 93-----------------
1. Two-handed battle axe, AGI: 39, STR: 239, DMG: 10420, SPD: 72, HANDLING: 0.8566745816767436
2. Two-handed sword, AGI: 75, STR: 203, DMG: 9600, SPD: 104, HANDLING: 0.8724805920200945
3. CUSTOM (ex: dual wielding), AGI: 93, STR: 185, DMG: 9400, SPD: 120, HANDLING: 0.875136985197698
4. Rapier, AGI: 125, STR: 153, DMG: 8294, SPD: 184, HANDLING: 1.1621207236086646
5. One-handed sword, AGI: 53, STR: 225, DMG: 8225, SPD: 110, HANDLING: 1.3526796137121124
6. Spear, AGI: 91, STR: 187, DMG: 7735, SPD: 140, HANDLING: 1.1107004594936658
7. One-handed axe, AGI: 121, STR: 157, DMG: 7386, SPD: 156, HANDLING: 0.9670323387681116
8. Katana, AGI: 106, STR: 172, DMG: 6615, SPD: 150, HANDLING: 1.050410320453253
9. One-handed curved sword, AGI: 138, STR: 140, DMG: 6363, SPD: 171, HANDLING: 0.9572920684933678
10. Claws, AGI: 136, STR: 142, DMG: 6350, SPD: 224, HANDLING: 1.3604767616142113
11. Mace, AGI: 84, STR: 194, DMG: 6028, SPD: 120, HANDLING: 0.9643340719673799
12. Dagger, AGI: 125, STR: 153, DMG: 5148, SPD: 198, HANDLING: 1.2752838390358228
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 7630
------------------LVL 94-----------------
1. Two-handed battle axe, AGI: 39, STR: 242, DMG: 10530, SPD: 72, HANDLING: 0.8594738284859175
2. Two-handed sword, AGI: 74, STR: 207, DMG: 9700, SPD: 104, HANDLING: 0.8804262121275163
3. CUSTOM (ex: dual wielding), AGI: 92, STR: 189, DMG: 9500, SPD: 120, HANDLING: 0.8842156797363218
4. Rapier, AGI: 123, STR: 158, DMG: 8382, SPD: 184, HANDLING: 1.1818932163718123
5. One-handed sword, AGI: 53, STR: 228, DMG: 8312, SPD: 110, HANDLING: 1.3562879763256088
6. Spear, AGI: 91, STR: 190, DMG: 7815, SPD: 140, HANDLING: 1.1165489763070182
7. One-handed axe, AGI: 119, STR: 162, DMG: 7464, SPD: 156, HANDLING: 0.9841076257775195
8. Katana, AGI: 105, STR: 176, DMG: 6685, SPD: 150, HANDLING: 1.0617241852084611
9. Claws, AGI: 149, STR: 132, DMG: 6532, SPD: 228, HANDLING: 1.2690338545655304
10. One-handed curved sword, AGI: 133, STR: 148, DMG: 6430, SPD: 171, HANDLING: 0.9925300188872674
11. Mace, AGI: 84, STR: 197, DMG: 6092, SPD: 120, HANDLING: 0.9692964966439195
12. Dagger, AGI: 122, STR: 159, DMG: 5203, SPD: 198, HANDLING: 1.3034530860850762
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 7720
------------------LVL 95-----------------
1. Two-handed battle axe, AGI: 39, STR: 245, DMG: 10640, SPD: 72, HANDLING: 0.8622302019712267
2. Two-handed sword, AGI: 74, STR: 210, DMG: 9800, SPD: 104, HANDLING: 0.8845937770976142
3. CUSTOM (ex: dual wielding), AGI: 91, STR: 193, DMG: 9600, SPD: 120, HANDLING: 0.8931518177544528
4. Rapier, AGI: 121, STR: 163, DMG: 8470, SPD: 184, HANDLING: 1.2012838923937945
5. One-handed sword, AGI: 53, STR: 231, DMG: 8400, SPD: 111, HANDLING: 1.3598326648044194
6. Spear, AGI: 90, STR: 194, DMG: 7895, SPD: 140, HANDLING: 1.1272889920295805
7. One-handed axe, AGI: 117, STR: 167, DMG: 7542, SPD: 156, HANDLING: 1.0008926999236538
8. Katana, AGI: 103, STR: 181, DMG: 6755, SPD: 150, HANDLING: 1.0779042036294495
9. Claws, AGI: 142, STR: 142, DMG: 6601, SPD: 228, HANDLING: 1.3326389241134189
10. One-handed curved sword, AGI: 130, STR: 154, DMG: 6498, SPD: 171, HANDLING: 1.0161938143235842
11. Mace, AGI: 83, STR: 201, DMG: 6156, SPD: 120, HANDLING: 0.9783789903112057
12. Dagger, AGI: 149, STR: 135, DMG: 5497, SPD: 207, HANDLING: 1.1283634604174215
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 7821
------------------LVL 96-----------------
1. Two-handed battle axe, AGI: 39, STR: 248, DMG: 10750, SPD: 72, HANDLING: 0.8649446796201764
2. Two-handed sword, AGI: 73, STR: 214, DMG: 9900, SPD: 104, HANDLING: 0.8923248096842091
3. CUSTOM (ex: dual wielding), AGI: 90, STR: 197, DMG: 9700, SPD: 120, HANDLING: 0.9019487307966731
4. Rapier, AGI: 119, STR: 168, DMG: 8558, SPD: 184, HANDLING: 1.2203037055213175
5. One-handed sword, AGI: 52, STR: 235, DMG: 8488, SPD: 110, HANDLING: 1.3684405955002723
6. Spear, AGI: 89, STR: 198, DMG: 7975, SPD: 140, HANDLING: 1.1378532385676172
7. One-handed axe, AGI: 115, STR: 172, DMG: 7620, SPD: 156, HANDLING: 1.0173948975812288
8. Katana, AGI: 102, STR: 185, DMG: 6825, SPD: 150, HANDLING: 1.0887910659438598
9. Claws, AGI: 137, STR: 150, DMG: 6669, SPD: 228, HANDLING: 1.3797931363542666
10. One-handed curved sword, AGI: 127, STR: 160, DMG: 6566, SPD: 171, HANDLING: 1.0394268499885146
11. Mace, AGI: 83, STR: 204, DMG: 6220, SPD: 120, HANDLING: 0.9831521683583387
12. Dagger, AGI: 142, STR: 145, DMG: 5554, SPD: 207, HANDLING: 1.1841836211604462
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 7902
------------------LVL 97-----------------
1. Two-handed battle axe, AGI: 38, STR: 252, DMG: 10860, SPD: 72, HANDLING: 0.8706839981554132
2. Two-handed sword, AGI: 73, STR: 217, DMG: 10000, SPD: 104, HANDLING: 0.8963385101144884
3. CUSTOM (ex: dual wielding), AGI: 89, STR: 201, DMG: 9800, SPD: 120, HANDLING: 0.9106096473991115
4. Rapier, AGI: 118, STR: 172, DMG: 8646, SPD: 184, HANDLING: 1.2329194716667393
5. One-handed sword, AGI: 52, STR: 238, DMG: 8575, SPD: 110, HANDLING: 1.3718184532067648
6. Spear, AGI: 88, STR: 202, DMG: 8055, SPD: 140, HANDLING: 1.148245995809934
7. One-handed axe, AGI: 114, STR: 176, DMG: 7698, SPD: 156, HANDLING: 1.028675753406676
8. Katana, AGI: 101, STR: 189, DMG: 6895, SPD: 150, HANDLING: 1.099493997728456
9. Claws, AGI: 147, STR: 143, DMG: 6856, SPD: 232, HANDLING: 1.3134227421195752
10. One-handed curved sword, AGI: 125, STR: 165, DMG: 6633, SPD: 171, HANDLING: 1.0568759292526229
11. Mace, AGI: 82, STR: 208, DMG: 6284, SPD: 120, HANDLING: 0.991983832181553
12. Dagger, AGI: 138, STR: 152, DMG: 5612, SPD: 207, HANDLING: 1.2190422196436352
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 7993
------------------LVL 98-----------------
1. Two-handed battle axe, AGI: 38, STR: 255, DMG: 10970, SPD: 72, HANDLING: 0.8732945491594525
2. Two-handed sword, AGI: 72, STR: 221, DMG: 10100, SPD: 104, HANDLING: 0.9038642138188925
3. CUSTOM (ex: dual wielding), AGI: 89, STR: 204, DMG: 9900, SPD: 120, HANDLING: 0.9152594789090998
4. Rapier, AGI: 149, STR: 144, DMG: 9131, SPD: 196, HANDLING: 1.0537140975696473
5. One-handed sword, AGI: 52, STR: 241, DMG: 8662, SPD: 110, HANDLING: 1.3751382413954318
6. Spear, AGI: 88, STR: 205, DMG: 8135, SPD: 140, HANDLING: 1.1536038788980931
7. One-handed axe, AGI: 112, STR: 181, DMG: 7776, SPD: 156, HANDLING: 1.0446742192328042
8. Katana, AGI: 100, STR: 193, DMG: 6965, SPD: 150, HANDLING: 1.1100176211215604
9. Claws, AGI: 142, STR: 151, DMG: 6925, SPD: 232, HANDLING: 1.3598315700798043
10. One-handed curved sword, AGI: 123, STR: 170, DMG: 6700, SPD: 171, HANDLING: 1.0740130558232732
11. Mace, AGI: 81, STR: 212, DMG: 6348, SPD: 120, HANDLING: 1.0006782079566694
12. Dagger, AGI: 135, STR: 158, DMG: 5670, SPD: 207, HANDLING: 1.2466678335684571
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 8107
------------------LVL 99-----------------
1. Two-handed sword, AGI: 129, STR: 167, DMG: 12750, SPD: 130, HANDLING: 0.7056192918177848
2. Two-handed battle axe, AGI: 38, STR: 258, DMG: 11080, SPD: 72, HANDLING: 0.8758663052752769
3. CUSTOM (ex: dual wielding), AGI: 88, STR: 208, DMG: 10000, SPD: 120, HANDLING: 0.9236872171720018
4. Spear, AGI: 151, STR: 145, DMG: 9858, SPD: 168, HANDLING: 0.8546711804142872
5. Rapier, AGI: 144, STR: 152, DMG: 9223, SPD: 196, HANDLING: 1.091369380969319
6. One-handed sword, AGI: 52, STR: 244, DMG: 8750, SPD: 110, HANDLING: 1.3784014447340174
7. One-handed axe, AGI: 111, STR: 185, DMG: 7854, SPD: 156, HANDLING: 1.055545448179984
8. Claws, AGI: 153, STR: 143, DMG: 7115, SPD: 236, HANDLING: 1.2876043006018356
9. Katana, AGI: 100, STR: 196, DMG: 7035, SPD: 150, HANDLING: 1.115473974962024
10. One-handed curved sword, AGI: 122, STR: 174, DMG: 6768, SPD: 171, HANDLING: 1.0855767312093891
11. Mace, AGI: 81, STR: 215, DMG: 6412, SPD: 120, HANDLING: 1.0051689622358344
12. Dagger, AGI: 132, STR: 164, DMG: 5727, SPD: 207, HANDLING: 1.273766298954211
AVG DMG ACROSS ALL TOP WEAPON BUILDS: 8548
------------------LVL 100-----------------
1. Two-handed sword, AGI: 127, STR: 172, DMG: 12875, SPD: 130, HANDLING: 0.7179705050489853
